img_id,caption0,caption1,caption2,caption3,caption4
281790,a number of people sitting at a table with laptops ,Two people sitting in front of laptop computers.,Two women sit at a table looking at their laptops.,Two ladies sitting a table with laptops and papers.,a group of women working on laptops 
380097,A clean bathroom with a sink and a mirror,a bathroom with two sinks and a large mirror,A beautiful bathroom decorated in a modern style.,The countertop of the double sink in the bathroom reflects the decor.,A bathroom with two sinks and a long mirror.
347331,A husband and wife cutting their wedding cake.,A coupe cutting a cake together at a celebration.,A married couple cutting a wedding cake together.,A man and woman cutting a wedding cake,Newly married couple cut into a wedding cake together.
52426,A tattooed man holds up a shot with a drink in it.  ,A man sitting in front of a table with four glasses.,a man holding a wine glass with a big smile,Someone taking a drink from a small conical wine glass. ,A man smiling holding a small drink in his hand.
543947,The small kitchen has a wooden table with matching chairs in it.,A kitchen with a wooden table stove and window.,A kitchen that has an old looking wooden table in it.,a kitchen wit ha table a stove a sink,A dark wood table in a kitchen with white appliances.
77005,Many people with one lady looking at the camera are at the table eating. ,a family gathered for a big meal on a wooden table,A group of people sitting at a long wooden table.,A group eats a meal at a long dinner table.,Many people sit at a table eating a meal. 
52433,a person sitting at a table with a plate of food,A woman that is sitting at a table with a plate in front of her.,A woman smiles as she holds a lemon over a plate of fish.,A woman sitting at a table with a plate of food.,A woman eating a plate of food at a table
494811,A beautiful woman sitting at a table filled with food.,I am unable to see the image above.,girl at a restaurant table loaded with food,I women sitting at a table with a large amount of food in front of her.,A young woman at a table laden with food sticks out her tongue.
52448,A pizza with cheese and spinach on it  on a table next to a cup and fork. ,A sliced pizza on a plate with toppings of spinach tomatoes and grated cheese.,a big pizza that is sitting on top of a table,A pizza sitting on top of a plate covered in cheese and greens.,A small pizza covered in tomatoes fresh basil and shredded cheese.
486626,A woman sitting at a table with dishes on top of it.,People are in a restaurant eating small sandwiches. ,People sitting at a table with mini sandwiches and wine,A woman sitting at a table eating with a lot of dishes on the table,a lady sitting at a table eating some food next to a wine glass
191717,A kitchen with all white appliances and cabinets and a dining table.,A blue kitchen with a hardwood floor and lots of appliances,There was a lot of organizational effort put into planning this kitchen. ,A kitchen with many fans and counter space,A kitchen with white appliances wood floors and blue walls.
503014,Two bread rolls sitting on a plate next to glasses of wine.,A half drunk glass of wine and an appetizer.,close up of a plate with food on it and wine glasses near by,A rectangular plate with rolls in front of some wine glasses on a table.,Rolls sit on a plate of oil and Parmesan cheese.
355559,A man laying on top of a couch next to a white cat.,A man is sitting on a couch watching a cat sleep.,A person sitting on a couch looking at a sleeping cat.,A man on a couch with a cat is holding a wine glass.,a man sits on a couch as he stares at a cat
445679,A woman standing at a wine bar by some glasses.,There are many choices of good wine for the tasters.,A woman standing in front of a bar with two glasses of wine.,People are at a bar with various wines.,A picture of an empty bar with some glasses on it.
27888,A group of women are having a discussion at a restaurant.,A group of females in a wine tasting club,People in a brightly-lit kitchen talking together over food and wine.,A bunch of ladies grouped together and talking.,People standing around a counter with bottles and glasses of wine.
535795,Two people sitting on a couch near a guitar,A view of a woman sitting on a chair with a guitar blocking her face.,Two people sitting on the couch with a guitar in front of them.,Two people sit on a couch by a guitar.,A woman sitting on a couch next to a guitar.
85254,Group of people standing in a winery choosing wines. ,Some people gathered around a bar at a winery.,Two men stand at a counter while three women stand near it.,Three women and two men in a wine cave surrounded by barrels and tasting wine,A woman taking notes as others stand near wine glasses and bottles.
273677,A man seated at a  table filled with food,Man sitting at a table with an assortment of food.,A man sitting at a table full of food. ,Man in purple shirt sitting at outdoor table with food on it. ,A man enjoying the weather and having dinner on the balcony.
380182,A table with a white table cloth and a bunch of white flowers next to a white cake that is leaning to the side with two owls on top.,A table is shown with a cake and flowers.,Table at a wedding with a leaning decorated cake,a table decorated with flowers utensils and a marriage cake,A triple layer cake sitting on top of a table.
126238,A pan sitting on a table that has a cooked pizza on it. ,A metal plate topped with a cheesy pizza.,The pizza is on the table ready to be eaten.,A deep pizza with cheese sliced into 6 pieces.,There is a pizza cut into six slices.
77099,A beautiful young woman pouring a glass on wine in a white tank top.,a woman in a tank top pouring wine into a wine glass,A woman with a missing tooth pours a glass of wine.,A female bartender pours wine into a glass.,A woman missing a tooth pouring a glass of wine.
306490,a plate of food and an empty glass,The food on the plate is beside a basket of bread.,A breadbasket and glass of water on a table.,A white plate topped with food next to a basket of bread.,On the table there is two goblets of water a basket of bread and a plate with an omelet.
462138,A man and woman sitting by a wooden table with champagne and cake.,Man and older woman smiling with champagne and cake,An old lady and a young man sitting in front of a table on which a cake is kept.Two wine glasses are also there.,On a beige couch a young man and older woman admire a cake on a coffee table.,Family celebrating; sitting on couch with glasses of wine and food. 
470333,a few people that are standing by some wine bottles,A man and woman that are seated around a table with wine bottles.,a person sitting at a small table with bottles of wine ,A variety of wine bottles on a small table. ,A man stands at a bar in front of several wine bottles
355647,A plate topped with a back burger and broccoli.,A view of a couple pieces of broccoli on a plate.,A plate of grilled vegetables and a hamburger.,An opened bacon burger and two broccoli stalks on a plate on a table.,A bacon cheeseburger on a plate next to some broccoli.
535874,The room is filled with dynamic designs and animal prints.,A living room with chair and coffee table and a zebra patterned rug. ,A fur rug occupies the center of a living room furniture arrangement.,Colorful room with lots of zebra skinned decoration.,Fur covered chairs and a fur rug is in a room.
175430,there is a man standing on a back porch,man having wine in the seating area of a vineyard,a person standing on a deck in front of a green field while holding a wine glass,A man holds a glass of wine on a patio by a vineyard.,A person looking out over a field from a patio.
44358,A man is serving himself a glass of wine from a spicket. ,An older man is pouring a batch of wine,A man adjusting a nozzle on a large metal tank.,An old man is pouring more into his glass. ,A MAN IS WRKING SOME WIRES IN A UNIT 
486732,A pepperoni pizza is on a plate with a fork and spoon.,a close up of a pizza on a plate on a table,A white plate with a pepperoni pizza and a fork.,a small pepperoni  pizza on a plate with a fork and knife,A nice pepperoni pizza is on a white plate.
445784,A person smiles behind a large teddy bear next to a basket of smaller bears.,a big teddy bear sitting to a basket of little teddy bears ,A person is behind a large teddy bear next to a basket of small teddy bears.,A large teddy bear sitting beside a basket filled with small teddy bears.,Several small teddy bears in a basket next to a large teddy bear.
544089,An old advertisement for Maxwell coffee with a family sitting around a table.,A holiday coffee advertisement with a family seated around a dining table.,An old maxwell house coffee  advertisement print ,An advertisement for a very popular brand of commercial grade coffee.,A family sitting down to breakfast and coffee
93535,A kitchen with a stove refrigerator cabinets microwave and drawers in there.,A white kitchen with cabinets left open cardboard boxes on the floor and bags of trash.,A kitchen with open cabinets moving boxes and appliances.,A kitchen with white cabinets has a clutter of boxes and bags.,A kitchen filled with amenities like a stove.
511328,A group of men sitting around a laptop at a table.,a room full of people a table with glasses food and a laptop,A group of people gathered around a table.,People with wine glasses sitting by a laptop computer.,There can't possibly be anything interesting enough on a computer to ignore wine.
429416,A wine server holds up a wine bottle display for a man to look at.,Cocktail party guests mingle as a bartender displays a bottle of wine.,The man is serving drinks to the guests at the event,The group of people are standing beside a table full of drinks and a waiter. ,Two men who are standing around a table with wine.
159081,People are seen in a restaurant eating pizza.,some people sitting at tables eating pizza and drinks,People dining in a restaurant with tables of pizza carafes of water and glasses of wine.,A diner is eating pizza in a restaurant,A bunch of women that are sitting at tables.
257388,A woman with nice breast holding an upside down umbrella.,A woman holding the staff to a restaurant umbrella.,A woman holding a lawn umbrella that fell down,A woman standing holding the base of a large umbrella,Young woman setting up a large patio umbrella outside 
478576,A stuffed bear and some glasses of drink at a table.,A teddy bear sitting on a table with desert glasses whipped cream in a measuring cup and the mixer.,A teddy bear on a table and some red jello desserts,A teddy bear sits on the counter beside four desert cups,Individual servings of jello for children in parfait glasses are being topped with whipped creme and nonpareils.
355697,a couple of people are playing video games on a coach,Two men playing on a Wii and a woman holding a beer on a couch. ,three people on a brown couch two are playing a game,people sitting on a couch while two play a video game ,A boy pulls a droll face as he plays a video game with his friends.
281970,A woman with her legs crossed sitting in front of wine.,a woman in a room full of bottles of wine and beer,A woman is drinking a glass of wine in a large wine cellar. ,A very pretty lady sitting in a room full of wine.,A women who is sitting at a small table in a room with a lot of wine bottles in it.
544113,A vase that has flowers in it on a table.,A tall clear vase with fresh flowers sits on a table next to a clear glass candy dish.,A table is decorated with flowers and a candy bowl.,a vase that has some flowers in it,A vase on a table with several pink flowers. 
437620,A group of women are around a large dining table.,A woman looking into a mirror as her friends enjoy a light lunch.,A family of people sitting at a dining room table eating an assortment of food and wine. ,Group of women are eating together at the table.,A group of people all dressed up about to eat . 
413046,An old man opening a small bottle of wine looking at a very large bottle of wine.,A man opeing the cork of a wine bottle. ,man is removing a cork from wine bottle,old person getting ready to drink some wine,A counter with a glass and a bottle of wine and a man holding a bottle of wine.
77174,a sandwich cut in half on marble bread with toothpicks on a white plate.,A grilled sandwich sitting on a plate cut in half.,A sandwich is precisely arranged on a dinner plate with a side of vegetables and beverages.,A sandwich and some drinks are on a round table.,A sandwich made on cinnamon swirl bread with a drink
470393,a table with some plates of food and some glasses and cups,Diners sit at a table adorned with snacks and wine. ,A table covered in dishes with people sitting around it.,a table with plates of food with cups near back,Plates of food and glasses full of wine and water are on a table.
429433,A kid sitting at a table with some food.,A toddler is sitting down to a nice meal.,a little girl eating from a plate of food on a table ,a little girl that is eating some food,A little girl sits at the table preparing to eat some pizza and some juice in a wine glass.
306561,A group of people in a red room sitting around a table.,A group of people sit together in a living room. ,This is an image of a gathering of four people in a house.,A group of people sit around a living room.,A group of people sitting down in a living room next to each other.
331139,A black and white photo of a older gentlemn holding a object.,a black and white photo of a person at a sink,A man working on a faucet in a room with a hanging lamp.,A man doing dishes at the kitchen sink,Man standing over a sink cleaning a series of vegetables. 
576905,A table filled with coffee and a tea pot next to a bowl of fruit.,A dining room on a train shows a silver coffee set.,An empty table with tea pots and a plate. ,Silver teapots with cut fruit on  a train dining car.,Table setting with two silver teapots and a plate of fruit.
191881,a wine glass with a bouquet of flowers coming out of the top.,A very pretty glass holding some very pretty flowers.,There is a martini glass being used as a vase with flowers in it.,THERE IS AVASE WITH A LOT OF LFOWERS IN IT ,A small glass filled with a small bouquet of flowers
77195,there are several men sitting at a table siting pizza,A group of people sitting around a table having pizza.,a group of people gather at a table eating pizza,A group of men seated at a table each eating their own pizza.,Six well-dressed men drinking beer and eating pizza.
544150,The person is removing the cork from a wine bottle.,A person reinserting a cork in a wine bottle,Two wine bottles on a table with one wine glass next to the bottles.,Two bottles of wine and one glass sit in front of a man.,A person has their hand on the cork of a bottle of wine that is sitting next to a glass.
175520,A white refrigerator freezer sitting inside of a kitchen.,A refrigerator is standing in the middle of a kitchen.,a fridge in a kitchen well standing on the floor,A refrigerator in the middle of a kitchen with a sink.,A slender refrigerator freezer standing in the middle of the floor in a kitchen.
36262,a plate with some fruit and bread on it ,A closeup shows the edge of a tray carrying a goblet of orange juice a coffee cup with spoon and a plate with an orange and apple resting underneath a bowl with buns and other bread-stuffs. ,Different breas fruits and other items with a glass of juice.,A bowl of bread next to an orange and apple and a glass of orange juice,Fruit and a bowl of bread sit on a table.
404905,A plate stacked with flat bread sandwiches covered in parsley.,A sandwich stacked on a plate near a wine glass,A few crestless sandwhich stacked on top of one another on a plate with a glass of wine and water,A stack of sandwiches cut in half with wine,Blocks of cheese sitting on a plate next to a wine glass. 
142767,These three people are eating dinner together at the table. ,a group of men eating some food at a table,this is a table with three people eating at it,A woman and two men eating at a dinner table.,Friends enjoying a casual meal at home together 
208310,a glass of juice besides a fruit blender,A blender and a cup of drink on a counter.,A drink  in a decorated glass sitting next to a blender.,The drink is left out by the blender. ,a table with a blender and a glass on it 
519616,A woman cutting a large white cake with a knife.,A woman in a red dress cutting a white well decorated cake.,A big woman with a knife cutting a cake.,Woman in a red dress cutting a cake.,A woman cutting into a cake that is sitting on a table
110019,A complete appetizer table presented for people to eat.,A white table filled with food in a living room next to a fireplace.,A table is filled with an assortment of pastries and beverages.,A table has some food set on it with glasses and dining utensils.,A long table with a white table cloth is covered with desert dishes plates cupts and fruit.
93649,Some people sitting at a table in a restaurant with drinks.,A group of people at a restaurant sitting at a table having drinks.,Group of men drinking together in a bar. ,A group of people sitting around a table with alcohol.,Old friends gather for dinner to reminisce and have new good times
167383,A group of people smile together while standing in a brewery.,A group posing in front of casks of wine.,a group of people standing posing for a photo,A GROUP OF FRIENDS AR POSING AT THE WINERY,A group of people standing in a wine cellar.
110046,A hand holding a glass of alcohol in the snow.,This wine goblet is half filled with wine.,Someone is standing outside in the snow holding a glass of wine.,some one with a glove on holding a sparkling drink in the cold ,Close up of half-filled wine glass with snowy residential outdoors in background.
314849,A group of people who are in a living room.,a couple of people are standing around in a large room,A group of people standing or sitting in a conference room.,A small gathering in the living room with drinks being served.,a group of people stand together in a room 
183785,A cooked and sliced pizza on a pizza board.,A pizza is being displayed on a plate.,A pizza sits on the plate on the table next to a drink.,A pizza and a drink sits on a table.,a pizza an empty plate and two glasses on a table
413164,A group of people sitting around a dinner table.,People seated at a table with menus.  ,A large group sits at a long table at a restaurant.,A group of people are sitting at a table holding menus.,a large group of people sitting at a table holding menus
298481,a dining room with a bunch of tables inside of it ,The decor in the house is very elegant looking.,A red table with salt and pepper shakers plates and wineglasses.,An upper class restaurant with tall ceilings and upholstered chairs.,A dining area with red tables and white chairs and chandeliers.
536067,A cat drinking water from a wine glass ,A cat drinking water out of a wine glass.,A grey and white cat drinking from a wine glass filled with water,A cat drinking the water from a wine glass.,A cat has his face in a wine glass filled with water.
232963,A man that is sitting at a piano in front of a group of people.,Man playing piano at party in hotel ballroom.,A man sitting on a piano in front of a stare case.,A senior man in suit and sandals sitting at and playing a grand piano in a ballroom with staircase and balcony with dressy people standing.,A man playing a grand piano for a group of people.
478726,A custom made chocolate birthday cake with candles lit next to a bottle of wine.,A picture of a birthday cake all lit up.,a cake on a table with candles on it ,A chocolate birthday cake with twelve candles on a platter.,A chocolate birthday cake with lite candles on top of it.
429587,A group of brides and grooms seated and taking meals,A large outdoor party of people dressed in white formal wear,a very large crowd of people sitting in chairs at tables,A large group of people dressed in white seated at tables,A group of people in white clothing is eating dinner.
77332,two people in a room with a table and many plates on a table,The couple is looking at the decorated dining room.,A couple of people standing in a living room together.,A woman plays a video game with a controller in a living area while a man watches.,there is a man and a woman standing in a dining room
454171,A group of people are sitting at a table together.,A group of people sitting around a table.,Five ladies sitting together at a tale outside a restaurant.,Group of five woman in cafe sitting down for meal.,A group of woman posing for a picture during the day.
77346,A clock in a package that is fashioned to resemble a hedgehog.,A clock is shown in a package on a shelf.,A porcupine clock in the wrapper on a shelf.,A picture of a wooden hedge hog clock with a price tag of twelve dollars.,A large clock sitting inside of a warehouse.
511522,A woman carrying a large cake in a back yard.,A lady carrying a very big cake outside at a gathering.,A man and woman walking up the stairs in a backyard. ,A lady carrying a tray of drinks at a BBQ.,The family are having a party in the yard. 
544294,Four women on a coach in various outfits,A row of women sit on a couch with one using a notebook computer.,Four people sitting on a couch in front of a picture.,there are four woman that are sitting on the same couch,a number of people sitting on a couch with a laptop
257575,A woman standing next to a man holding a bottle of wine.,A man and a woman are standing around drinking wine. ,a man and woman are holding glasses and wine,A man holding two bottles of wine engaged in conversation.,A man in glasses is holding a wine bottle next to a woman with a wine glass.  
233007,Two women holding a cake with a picture of them on the cake.,Two woman sitting while holding a cake in their hands. ,Two women smile as they hold a cake.,there are two woman that are holding up a cake ,Two women are holding a cake with a picture of two people on it.
3637,A woman and a man standing next to a table.,A woman looking at a bottle of wine set out with wine glasses on a table.,A woman looking at a bottle of wine on a table with several bottles of wine and wine glasses.,A man and woman near a table with wine.,A man and woman standing near a dining room table containing bottles of wine and wine glasses. 
437817,A group of senior ladies gathered outside for a celebration.,A group of older women sitting around a table outdoors.,A group of older people sitting around a table outside.,A group of elderly women sitting at a table outdoors with balloons at the table.,CELEBRATION WITH BALLOONS AND LOTS OF PEOPLE SITTING AT A TABLE
380475,A man drinking a glass of wine next to a lush green field.,He is drinking outside from a wine goblet.,The man is drinking from a wine glass. ,Guy sitting down sips the last bit of wine from glass,a person sitting down drinking wine out of a glass
380484,A man is on a couch with his arm in the air.,A man raises his hand up in the air while sitting on a chair.,A man sitting on the couch raising his hand.,A man sitting on a couch with his arm in the air.,a man sitting in a chair with his arm in the air
314951,a couple of men are sitting around glasses of wine,A few men holding wine bottles by some glasses.,Three men are posing in front of a collection of glasses.,The men are getting ready to play games with beet,Three men helping to fill up wine glasses with bottles of wine.
61007,A white refrigerator freezer sitting inside of a kitchen.,a bunch of stuff iis on a kitchen counter,a nativity scene with figurines on a counter in a kitchen,A very big pretty kitchen with a holiday display.,some nativity statues sitting on a kitchen counter
20063,A flower set that is sitting inside of a vase.,A vase filled with roses sitting on top of a table.,Table centerpiece of a tall wine glass shaped vase with flowers,A black and white picture of a centerpiece to a table at a wedding,a elegant vase filled with different flowers 
93793,A table with a white plate of vegetables and chicken.,A plate of food with fish and a variety of vegetables.,A plate of food and glass on a table.,A dinner of some meat vegetables and rice.,The plate contains greens carrots meat and stuffing.
314979,The thick meat sandwich is on the plate.,A sandwich stuffed with meat onions and peppers.,A steak sandwich with onion on a bread bun.,A sandwich on a plate on a table.,An meat and onion sandwich on sourdough bread.
421488,Three men pose while cutting a celebration cake,Two men standing next to another man cutting a cake.,A man standing next to two other men cutting a cake that sits on a table with a couple of bottles and wine glasses.,There are three men one man is cutting a cake,Three men in suits standing in front of a white cake on a table. 
200305,A living room with simple Ikea type furniture,An furnished apartment room with bright colored furniture.,an ugly coach in a room filled with ugly furniture,A yellow couch sitting in a living room between two lamps.,A yellow couch in a modern designed living room
142970,Dinner plate with half eaten pizza including knife & fork.,Half of a personal pan pizza with tomato and ham.,A half eaten pizza and utensils on a plate.,Small Pizza on plate partially eaten  with fork and knife visible.,Half eaten pizza sitting on white plate with utensils. 
478845,A group of people sitting at some tables working on lap tops.,A group of people on computers in a classroom style setting.,People are typing on their laptops in a room.,People using laptop computers in an undisclosed public location.,A woman sitting in a public place working on a computer.
396927,A woman in floral blouse standing next to a counter of alcohol.,Two women standing by a bottle lined counter.,A woman wearing a tank top holds up her wine glass.,A lady standing at a beverage bar holding a wineglass.,a person standing next to a counter with many bottles 
388740,A woman is setting at the table in an old fashioned kitchen.,Women in costume in a reproduction of an antique kitchen,Two people in a small old fashioned kitchen.,A kitchen with a dining table armoir and a resting woman.,A young girl is sitting at a table.
69256,a person siting at a table with plates of food ,A fancy and authentic dinner is shown on a table.,A table has many plates of various food on it,A table topped with two plates of food and a candle.,A candle is set on a table among many plates of food.
126601,A white plate holding a small pizza with pepperoni and peppers on it.,a close up of a plate of pizza on a table,Peppers arranged on a tortilla chip on a white plate. ,A pizza sitting on top of a white plate.,Pepperoni pizza with peppers and onions atop a flat crust.
44682,A sandwich on a cutting board and a glass of wine.,A large sandwich with a glass of red wine.,A sandwich on a cutting board in front of a glass of wine,A sandwich and a glass of wine on a table.,A sandwich is placed on a cutting board near a glass of wine.
339595,A woman in a white sweater drinking a glass of red wine.,A woman drinking a glass of red wine.,A woman sipping red wine from a Pinot Noir wine glass.,Woman drinking a glass of red wine sitting at a table.,A women drinking red wine from a glass.
331409,A man pouring a couple glasses of wine,People are at a bar looking at a menu.,People at a bar pouring drinks into wine glasses.,A group of people standing around a counter having glasses of wine.,There are people behind the bar serving different wines.
372378,A table topped with bags of food net to a bottle of wine.,Sandwiches are wrapped and sitting alongside a pickle and beverages.,Several sandwiches wrapped in paper with a large bottle and wine glasses.,three burgers with some drinks are on the table. ,A table with three wrapped sandwiches a pickle a bottle and some glasses.
216733,a black and white photo of two people standing near each other,A black and white photo of a couple.,A couple standing in a room in formal attire.,Two very well dressed people smiling and posing for the camera.,A man and woman smile and pose for the camera.
126625,A woman sits outside on a patio drinking a glass of red wine.,A woman drinking a glass of red wine.,A woman holding up a glass of wine to her mouth.,A women wearing a white jacket drinking a glass of red wine.,A woman drinking a glass of red wine outside.
396976,A woman talking over dinner while two men listen.,Some people sitting at a table at night,A group of people sitting around a table having a meal.,Two men and a woman at a wooden table out side enjoying a meal and conversation.,A group of people sitting at a table.
437938,A table with several lit candles on it with several plates. ,A fancy place setting on a table with candles ,A white and glass plate with a glass object on it.,A table is filled with plates glasses and silverware.,Plates forks with a wine glass and candles on a table.
372404,A man and a woman standing next to each other in front of a wedding cake.,A man and woman standing together with a knife,an image of a wedding cake on a reception table,Couple holding hands in front of a four layer wedding cake.,A man and a women standing in front of a wedding cake.
413374,A woman adjusting a mans neck tie near a cake.,a woman helping a man put on his tie,A woman helps a man tie a neck tie,A woman helps a man fix his tie and collar.,A pretty girl is helping a man fix his tie.
224961,Wine is being served from tables to the people in the room. ,A group of people who are in a room.,Guests gather around and converse at a wine tasting.,Bottles of wine are set up on tables at a gathering in a large room.,a group of people stand inside of a big room 
102090,A group of world of warcraft fan boys hanging out together.,A group of people standing in a room holding wine glasses.,Several friends are standing around drinking some wine.,They had some wine in glasses as they waited near the dining table.,Young men stand next to a table holding wine glasses. 
569037,a man standing by a counter filled with wine bottles and glasses ,a table full of empty wine glasses and wine bottles in front of a man holding a wine bottle,a table that has some wine bottles on it,A man standing around lots of bottles of wine ,A man with an apron on has a bottle of wine in his hand. 
487118,A man and a woman sharing a bottle of wine together.,A woman showing a man a bottle of wine.,A woman showing a man a bottle  of wine ,A man and woman are looking at a bottle of wine.,A man being shown a bottle of wine by a woman. 
61139,A man sitting in front of a barrel inside of a room.,A man is smiling by some wine barrels.,Attractive man smiling standing next to a barrel,a person standing near a barrel holding a wine glass,Two women sit near a man holding a wine glass.
11990,The brown and white cat is on the kitchen shelf next to the dishes.,a cat is sitting on a shelf with the dishes,A small cat sitting inside a wooden cabinet .,A gray and white cat lady in one of the cabinets.,Cat sitting inside kitchen cabinet near the dishes.
241369,Two small pizzas sitting on top of wooden cutting boards.,Two pizzas rest on two boards used for taking them out of the oven.,two pizzas on wooden serving trays hit and ready,Two baked mini pizzas are sitting side by side.,Two baked pizzas on some wooden cutting boards
167649,There is food on the plate on the table. ,A meal setting of pasta vegetables and meat.,This is a plate of delicious noodles and vegetables with fancy silverware on either side of the plate.,A plate with pasta and vegetables sitting on top of a woven place mat.,The plate of food sits on the table on a woven placemat.
339681,Six wine glasses sit on a paper with the wine names.,Several glasses of different wines sit on a glass dish.,Glasses of wine sit on a coffee table.,A tray filled with different style wines on a table..,A wine tasting setting is displayed to show the various flavors.
265964,A crowd of people sitting around a table eating food.,a group of people sitting at a table enjoying some drinks,A group of people sitting at a picnic table,a group of people sitting at a table under umbrellas,Small family gathering at a group table in the outdoors.
175855,A man lighting candles on a cake while a lady with a glass of wine and a child look on.,Some people standing over a table with a cake.,A man is lighting birthday candles on a cake,A child watches on as a woman and man lights candles on a birthday cake. ,Three people shown around a birthday cake which has just been lit.
52979,Breakfast of small donuts and a cup of coffee.,A plate that has two doughnuts and a cup of coffee. ,A cup of coffee and two donuts are on a square plate.,two do nuts on a white plate besides a coffee cup,A plate has a spoon cup of coffee and two small doughnuts.
511751,A table topped with lots of glasses filled with wine.,a bunch of wine glasses sits on a table top,Some very pretty glasses with wine in a big room.,A table with wine glasses and people on the counter,Many glasses of liquid sit on a table. 
323336,A lunch plate topped with a sandwich and chips.,A meal with a sandwich and chips with a small salad or garnish.,Sandwich and greens on a plate with a glass of water.,A sandwich is cut into triangles and served with a salad on the side.,A plate that has a sandwich on it.
126733,a bowl of fruit with other fruit near by,a close up of many fruits on a table ,A bowl of cherries beside apples bananas and eggplants,A white bowl filled with lots of cherries.,A bowl of cherries on a table in front of different fruits.
61203,A small kitchen with wood cabinets a stove microwave fridge and plant.,THIS IS A PICTURE OF A KITCHEN WITH A LARGE FLOOR PLANT,View of a kitchen with a sink refrigerator and small appliances. ,A photo with a tint of the kitchen with wooden cabinets.,The kitchen is decorated in a simplistic style.
528151,A table that has cups and wine glasses on it and a pizza. ,a close up of a pizza n a plate ,Is that a piece of cake dumped onto the pizza?,a pizza with unrecognizable toppings and glasses of wine,A prepared meal is sitting on a table.
290584,A group of people sitting around a dinner table.,People sitting at a table with wine glasses cheese crackers and papers on it. ,A group of people are sitting at a table with wine glasses plates and crackers.,A group of people sit for a formal dinner at a dining table.,A group of people sitting around a table with wine glasses and plates.
446231,A group of young women standing in front of young men at a party.,There are men and woman standing near a table.,A group of people pose for a photo at an event. ,A group of people that appear to be young posing for a picture.,The boys and girls are waiting for their awards.
233242,A woman sitting on a couch working on her laptop.,A woman sitting on a couch using a laptop.,A woman uses her laptop on a TV tray. ,A woman sitting on the couch using a laptop.,A woman sitting on a couch using a laptop computer.
44827,A group of people standing around a table having drinks.,A group of people around a table with a blue tablecloth,PEOPLE GATHERED TOGETHER EATING AND DRINKING WINE ,Several people standing around a table covered in plates and glasses.,A group of adults standing by a table with wine glasses on it
126743,A pizza sitting on top of a pan on a table.,The pizza on the table is ready to be eaten.,A pizza with marinara mushrooms and cheese with a slice missing a bite.,A sliced pizza with mushroom and ham toppings sits on a table.,A pizza with mushroom topping in a pan.
3870,Three woman and a man at a restaurant.,Two girls and an older woman serving food at a patriotic event.,A party  with American flags and women serving hotdogs and bagels.,A woman is holding a tray of hotdogs. ,A girl holding a tray of hot dogs at a party.
552740,The decadent chocolate dessert is on the table.,A chocolate cake sitting on a dining room table.,A chocolate cake sits atop a china plate on a wooden table.,The double layer chocolate cake has miniature dogs on it.,A double layers chocolate dog cake on top of a plate.
470821,two glasses of wine sitting on a table in front of food and two bottles of wine,two wine glasses near two wine bottles on a table,Two half-empty glasses of wine outside near some bread.,A table filled with glasses of wine and bread sticks.,Two wine glasses on a table with bread baskets and wine bottles.
85798,A slice of pizza on a blue plate with eating utensils.,Pizza orange juice and red wine sit on the table.,A slice of pizza sits on a plate with utensils.,A slice of pizza served on a blue plate ,a plate of pizza on a table near a glass of wine 
331560,A group of people sit down for dinner.,A large group of people is sitting at a table eating.,A long table in a restaurant with people down both sides eating and laughing.,A view of a group of people sitting at a table.,a bunch of people are sitting around a table
405291,This slice of cake looks like half cheesecake and half vanilla,Calories calories and a lot more calories will end up on the fork.,A fork sits next to a piece of white cake. ,A plate with a slice of cake that has icing on it.,A fork on a plate next to a slice of cake.
94000,A large glass with frozen liquid in it served with pizza.,A cup is sitting on a table with a pizza.,A glass full of drink is on the table next to a slice of pizza.,A beverage in a glass next to a slice of pizza.,A table topped with a plate of pizza and a drink.
429873,A woman at a table with some food.,A woman sitting at a dining table holding a spoon over a bowl.,A woman taking a meal with a cake wine glass glass and a vase with flowers on the table,A woman sits at a table across from a plate of jelly sandwiches.,Woman eating at an outdoor cafe showing a sandwich on a plate.
438071,A woman pouring a man a glass of wine.,A woman in an apron pours a glass or wine for a man across a counter.,Man stands at the counter as the woman pours him a glass of wine.,A man at a counter with a lady pouring wine.,A couple of people at a counter in a room.
200503,A white sink under a bathroom mirror with a bottle of beer on it.,A beer bottle sitting on a bathroom sink next to a mirror.,A beer bottle rests on the small counter space beside the modern bathroom sink. ,A bottle of beer on a sink in a bathroom.,a sink with a bottle of booze some spritzer and an ice bucket
20291,A man is drinking out of a wine glass.,A man in a tan sweater drinking from a glass.,A man drinking from a wine glass at a table.,A man drinking wine from a wine glass.,an image of a man that is drinking wine
110404,A family watches in awe as the birthday girl blows out her candles.,A woman blows candles out on a cake in a restaurant.,a woman is blowing out candles on a cake,A woman sitting in at a table blowing the candles off a birthday cake.,a number of people sitting at a table with a cake 
495435,A plate with pizza on it by a wine glass on a table.,A gourmet personal pizza and a glass of wine.,A glass of red wine and a pizza cut into four pieces sit on a glass table top.,A personal pizza cut into four slices and served with wine.,A plate of food and a wine glass on a table.
102220,Two women smile as they hold wine glasses near a barrel. ,Women with glasses in a wine shop preparing for a tasting.,a couple of people that are sitting at a table,A couple of women sitting and standing around a barrel.,Two women are wine tasting at a store.
